Unnamed: 0,ID,id_student,code_module,code_presentation,url_row,forumng_row,homepage_row,oucontent_row,subpage_row,resource_row,sharedsubpage_row,page_row,questionnaire_row,ouwiki_row,htmlactivity_row,ouelluminate_row,dataplus_row,externalquiz_row,repeatactivity_row,dualpane_row,quiz_row,glossary_row,oucollaborate_row,folder_row,url_col,forumng_col,homepage_col,oucontent_col,subpage_col,resource_col,sharedsubpage_col,page_col,questionnaire_col,ouwiki_col,htmlactivity_col,ouelluminate_col,dataplus_col,externalquiz_col,repeatactivity_col,dualpane_col,quiz_col,glossary_col,oucollaborate_col,folder_col
7679,28226,2481901,AAA,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
7680,28228,2482700,AAA,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 1,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0
7681,28230,2482885,GGG,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
7682,28238,2485582,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0
7683,28240,2485655,EEE,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
7684,28241,2486127,AAA,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
7685,28244,2486769,DDD,2013J,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0
7686,28250,2487982,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4
7687,28251,2487990,EEE,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 1,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 0
7688,28265,2494999,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0
7689,28267,2495352,DDD,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0
7690,28272,2498139,GGG,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
7691,28277,2498700,AAA,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
7692,28282,2499949,FFF,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0
7693,28284,2500149,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 4
7694,28287,2501578,DDD,2013J,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
7695,28295,2503063,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 4
7696,28300,2505299,EEE,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0
7697,28301,2505389,DDD,2013J,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
7698,28303,2505859,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0
7699,28312,2510414,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 1,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0
7700,28315,2511859,GGG,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 1,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
7701,28317,2512392,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0
7702,28319,2513333,EEE,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
7703,28324,2514379,BBB,2013J,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
7704,28330,2516503,AAA,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
7705,28331,2516931,GGG,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
7706,28338,2518069,AAA,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
7707,28339,2518589,BBB,2013J,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
7708,28344,2519972,GGG,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
7709,28349,2520868,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0
7710,28350,2521459,AAA,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
7711,28360,2522932,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0
7712,28361,2523035,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 4
7713,28366,2523736,AAA,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0
7714,28367,2523751,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
7715,28372,2524572,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 0
7716,28379,2526537,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 0
7717,28383,2528352,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
7718,28386,2529279,AAA,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
